Timestamp,Age ,   Gender  ,  Marital Status:  ,"  Type of Family:   
(Nuclear family = just your mom dad, sibiling and you)",  Family Size: (including yourself),  Education Level:  ,  Occupation  ,  Family Annual Income :  ,"  Number of earning members in the family?  
(Including you)","With whom do you usually spend your most of the Leisure time with? 
(Leisure time - time when you are not working or occupied; free time)",What are the reasons for the same? (You can select multiple options)  ,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,What activities you go through in a regular day? (You can select multiple options),What do you prefer to do in your leisure (free) time? (You can select multiple options),Your Attitude Toward Life,Mental Stability ,Time management,Passion for Living (an energy source for living an inspired life that is driven by purposeful action  ),Difficult Interactions (Can't communicate with people precisely),Healthy Life ( LOWERS THE RISK of being seriously ill ),Fullfill your enjoyments,"Daily Struggle ( to try very hard to do, achieve your goals)","Social Neighbourhood ( Networks provide sociability, social support, and social capital to their members )",Weekend satisfaction (great satisfaction with your weekend activities ),Promptness (doing things without delay or at the appropriate time.),"Transport facilities (Train, Bus, Rikshaw, etc)",Environment in your Locality / Area,"Unorthodox family ( not conforming to rules, traditions, or modes of conduct )",Sufficient Resources (sufficient material and financial resources available),Fulfilment of desires ( completion or achievement ),High Expectations towards life ,Work / Study Environment ,Have you ever considered making improvements to your daily routine ?,"Then why do you want OR don't you want to improve your daily routine?
(SHORT ANSWER)",Total_Activity_Hours_Final
22-09-2023 11:47,23,Female,Single,Joint,6,Post Graduate,Student,6-9 lakh,3,Partner,"Refresh Mood, Quality Time (for some enjoyment), For happines ",2.66,4.85,1.94,0.48,0.48,1.94,1.94,7.76,0.97,0.97,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Long Drive, Just Relaxing (Resting), Shopping, Chatting, Part time work, Music, Go for a walk, Pet Grooming, Chilling and relaxing ",4,4,3,3,1,5,4,4,3,4,4,4,3,1,4,4,5,4,Yes,I want to improve it for more health life style,24
22-09-2023 12:51,25,Female,Single,Nuclear,5,Post Graduate,Private Sector,3-6 lakh,3,Alone,Privacy (just your alone time),1.36,8.14,0.91,0,0.91,1.81,2.72,7.24,0,0.91,"Use Mobile, Exercise(Gym/Yoga /etc), Job / Work, Idle Time, Power Nap",Sleeping,3,4,3,2,1,5,5,1,5,5,3,5,5,1,4,4,3,4,No,Routines keeps on changing according to work priorities ,24
22-09-2023 13:02,22,Male,Single,Nuclear,4,Graduate,Business,3-6 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",0,6.55,1.09,1.09,2.18,1.09,1.09,5.45,1.09,4.36,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Personality Development, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Writing, Go for a walk, Swimming",5,5,3,5,1,5,5,2,3,2,2,2,5,4,3,2,1,5,Yes,I change my routine a lot coz of work ,24
22-09-2023 13:05,23,Female,Single,Nuclear,3,Post Graduate,Private Sector,3-6 lakh,2,Family,Quality Time (for some enjoyment),4.25,6.72,2.52,0.84,0.42,1.68,1.68,5.88,0,0,"Use Mobile, Travel, Job / Work, Family Time","Sleeping, Family Time, Just Relaxing (Resting), Music, Go for a walk",4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,Yes,Lately have stopped  using phone an hour ago before going to bed.,24
22-09-2023 13:07,22,Female,Single,Nuclear,4,Graduate,Student,3-6 lakh,2,Alone,Privacy (just your alone time),1.66,7.77,1.94,0.97,0.97,0.97,0.97,6.8,0.97,0.97,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc)","Sleeping, Family Time, Hangout with friends, Reading Books, Just Relaxing (Resting), Shopping, Music",4,5,4,4,4,3,4,3,4,5,5,5,4,4,4,4,4,4,Yes,I want to improve my daily routine to become more healthy and productive in my life.,24
22-09-2023 13:09,22,Female,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",3.67,3.87,1.94,0.97,0,1.94,2.9,5.81,0.97,1.94,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Power Nap","Family Time, Learning new things, Hangout with friends, Reading Books",4,4,3,3,3,4,4,3,3,4,3,4,4,3,4,3,4,3,Yes,Yes I want to improve my daily routine because I have to do something new activities but due to lack of time I can't do it ,24
22-09-2023 13:13,22,Male,Single,Joint,10,Post Graduate,Student,0-3 lakh,5,Friends,"Refresh Mood, Self motivation",2.36,1.97,1.97,1.97,0.98,1.97,1.97,7.87,0.98,1.97,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Shopping (Clothes, Electronics, etc), Family Time","Social Media, Sleeping, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Just Relaxing (Resting), Chatting, Go for a walk",4,5,4,4,3,4,5,5,4,4,4,4,4,2,4,4,4,4,Yes,"Every day is not the same New Day New Challenge Even so, my routine is not perfect i want healthy life healthy mind and good wealth so i want improve my daily routine",24
22-09-2023 13:36,25,Male,Single,Nuclear,3,Post Graduate,Private Sector,6-9 lakh,3,Friends,"Refresh Mood, Reduce Anxiety",1.37,7.99,1.77,0.44,0.89,0.89,1.77,7.1,0.89,0.89,"Use Mobile, Watching (T.V. /Reels/Movies), Technolgy (Gadgets, Programming, etc)","Reading Books, Volunteering",4,2,3,2,2,3,4,4,4,4,5,4,4,4,3,2,5,5,No,lazy guy,24
22-09-2023 13:37,21,Female,Single,Nuclear,4,Graduate,Private Sector,0-3 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",1.61,6.82,0.97,0.97,0.49,0.97,0.97,6.82,1.95,2.43,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Studying, Job / Work, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting)",4,4,3,5,3,3,3,3,4,3,4,2,2,3,3,3,4,2,Yes,Yes. Gives me statisfication ,24
22-09-2023 13:48,22,Female,Single,Nuclear,3,Graduate,Private Sector,0-3 lakh,1,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",3.87,8.43,1.4,0,0,0.94,0.94,6.55,0.47,1.4,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Social Media, Sleeping, Family Time, Learning new things, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting)",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,For my betterment ,24
22-09-2023 14:04,24,Female,Single,Nuclear,3,Graduate,Private Sector,6-9 lakh,3,Friends,Quality Time (for some enjoyment),4.5,8.16,1.81,0.45,0,0.91,0,6.35,0.91,0.91,"Use Mobile, Travel, Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Gardening","Sleeping, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Just Relaxing (Resting), Go for a walk",3,4,2,3,2,4,5,3,2,4,3,4,2,3,3,3,4,3,Yes,"Yes, ofcourse would love to make a change in life while balancing work and my life that would help me to change lots of things in my routine.  ",24
22-09-2023 14:08,24,Female,Single,Nuclear,4,Post Graduate,Private Sector,0-3 lakh,3,Family,"Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",5.34,8.64,0.96,0.48,0,0.19,0.24,6.72,0.48,0.96,"Use Mobile, Travel, Reading Newspaper, Exercise(Gym/Yoga /etc), Studying, Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Social Media, Learning new things, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting)",4,3,5,4,3,3,3,3,3,3,3,4,5,4,4,4,5,5,Yes,As i am  working so for studying i have to improve my routine ,24
22-09-2023 15:48,22,Male,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,2,Alone,"Refresh Mood, Privacy (just your alone time)",2.27,3.78,1.42,0.94,0.47,1.42,1.89,9.45,0.47,1.89,"Use Mobile, Exercise(Gym/Yoga /etc), Studying, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Volunteer Work or Community Involvement","Social Media, Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting)",3,3,3,3,2,3,3,4,2,2,3,3,4,3,3,3,4,3,Yes,To improve my standard of living,24
22-09-2023 16:20,26,Female,Single,Nuclear,4,Post Graduate,Self-Employed,3-6 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",4.65,5.81,0.97,0.97,0.97,0.97,0.97,6.76,0.97,0.97,"Exercise(Gym/Yoga /etc), Job / Work, Personal Hygiene, Family Time","Family Time, Hangout with friends, Music",4,4,4,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,Yes,For smooth flow of routine.,24
22-09-2023 16:30,22,Female,Single,Nuclear,4,Graduate,Student,0-3 lakh,1,Family,"Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",2.59,1.95,0.97,0.97,0.97,1.95,0.97,8.76,2.92,1.95,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Power Nap, Going for Walk (Friends, Family, etc), Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Reading Books, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Chatting, Music, Go for a walk",5,4,3,4,2,5,5,3,5,4,4,5,4,4,5,5,3,4,No,I am satisfied with my current routine.,24
22-09-2023 16:53,24,Female,Single,Nuclear,5,HSC,Student,3-6 lakh,4,Family,Privacy (just your alone time),1.94,3.39,5.09,0.85,1.7,0.42,2.55,6.79,0.85,0.42,Reading Books,Family Time,2,4,2,3,1,1,5,5,3,2,2,1,2,1,2,1,1,1,Yes,It will make me a better version of myself.,24
22-09-2023 17:11,23,Male,Married,Nuclear,5,Post Graduate,Student,above 15 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",4.08,5.43,1.81,0,1.81,0.91,2.72,5.43,0.91,0.91,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Learning new things, Hangout with friends, Reading Books, Creative Work (Crafting, Photography, etc), Social Activities, Go for a walk",1,5,5,5,2,3,5,5,5,5,5,3,3,2,3,3,3,5,Yes,Punctuality and time mangement,24
22-09-2023 17:12,24,Female,Single,Nuclear,4,HSC,Student,0-3 lakh,2,Family,Refresh Mood,0,0,2,2,0,5,10,1,1,3,"Use Mobile, Watching (T.V. /Reels/Movies), Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Learning new things, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Chatting, Music, Pet Grooming",1,3,3,3,3,2,2,5,2,5,5,5,5,3,3,3,2,2,Yes,Do you want to get more exercise or more alone time? Prioritizing what is important to you before starting is key!,24
22-09-2023 17:22,40,Female,Married,Nuclear,4,Graduate,Private Sector,0-3 lakh,1,Alone,Privacy (just your alone time),0.83,7.05,1.01,1.01,1.01,1.01,1.01,7.05,1.01,3.02,"Use Mobile, Watching (T.V. /Reels/Movies), Job / Work, Cooking, Family Time","Social Media, Sleeping, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Music",3,2,3,3,3,3,3,3,3,2,3,5,3,5,3,3,3,3,Yes,"Yes, want to improve daily routine for self improvement. ",24
22-09-2023 18:04,22,Male,Single,Nuclear,4,Graduate,Student,12-15 lakh,3,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",6.11,7.33,0.81,1.63,0.81,0.81,0.81,4.07,0.81,0.81,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Long Drive, Just Relaxing (Resting), Social Activities, Go for a walk, Swimming",5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,Yes,I am satisfied ,24
22-09-2023 18:05,25,Female,Single,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Private Sector,9-12 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",2.74,7.97,1.77,1.77,0.44,0.44,0.89,4.43,0.89,2.66,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Cooking, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Writing, Pet Grooming",3,3,3,3,4,3,4,4,5,5,5,4,3,4,4,4,3,3,No,I really enjoyed my life that's why I don't think about to improve my daily routine. I am satisfied with my life ,24
22-09-2023 19:08,37,Female,Married,Joint,7,Graduate,Self-Employed,0-3 lakh,2,Family,Refresh Mood,2.35,4.46,5.36,2.68,0.89,0.22,0.89,3.57,1.79,1.79,Family Time,Personality Development,4,2,2,2,3,2,5,5,5,4,4,3,4,1,5,4,5,4,Yes,I want to improve those who r fitting between property and doesn't want to live with family. ,24
22-09-2023 19:14,41,Female,Married,Nuclear,5,Graduate,Teacher ,0-3 lakh,2,Family,Refresh Mood,0.72,5.94,5.94,0.5,0.5,0.5,0.99,6.93,0.99,0.99,"Use Mobile, Reading Newspaper, Reading Books, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Sleeping, Family Time, Reading Books, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Chatting, Music",4,4,4,3,1,2,3,3,2,5,5,5,5,4,5,4,4,5,Yes,Because I'm satisfied with my daily routine ,24
22-09-2023 19:15,39,Female,Married,Nuclear,4,Post Graduate,Private Sector,0-3 lakh,2,Family,Moral Support (encouragement that you give to somebody who is nervous or worried),5.05,7.58,0.95,0.95,0.95,0.95,0.47,5.68,0.47,0.95,"Reading Books, Creative Activities (Writing, Crafting, Photography, etc)","Learning new things, Just Relaxing (Resting)",4,5,4,3,3,2,4,4,5,4,4,4,4,4,4,3,4,4,No,Life style will be settel i don't want change my scheduled ,24
22-09-2023 19:18,50,Female,Married,Nuclear,4,Graduate,Housewife/House Husband,9-12 lakh,1,Friends,Refresh Mood,0.74,5.94,2.97,0.49,0.99,0.99,2.97,5.94,0.99,1.98,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Spiritual Activity, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Just Relaxing (Resting), Chatting, Part time work",4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,Yes,"Yes,  would love to spend more time on productive things by managing time more appropriately",24
22-09-2023 19:19,24,Female,Single,Nuclear,2,Post Graduate,Student,9-12 lakh,1,Alone,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time)",1.6,4.27,2.13,1.07,2.13,1.07,1.07,8.53,,2.13,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time","Social Media, Learning new things, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Chatting, Music, Go for a walk",3,4,3,3,4,4,4,2,3,5,3,4,5,5,5,4,3,5,Yes,Yet many more things to learn. ,24
22-09-2023 19:19,39,Female,Married,Joint,4,"Professional course (Diploma, ITI, etc.)",Private Sector,0-3 lakh,2,Family,Quality Time (for some enjoyment),1.53,5.11,2.04,1.02,1.02,1.02,1.02,8.17,1.02,2.04,Family Time,Learning new things,1,2,2,2,2,2,1,3,1,2,1,1,1,2,2,1,2,1,Yes,For relaxation ,24
22-09-2023 19:22,49,Female,Married,Joint,6,Graduate,Business,9-12 lakh,4,Partner,Self motivation,2.73,5.8,3.87,1.93,0,1.93,1.93,3.87,0.97,0.97,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Cooking, Personal Hygiene, Power Nap","Social Media, Family Time, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Chatting",5,5,5,5,1,5,5,2,3,5,3,5,5,5,5,5,5,5,Yes,I would love to,24
22-09-2023 19:23,47,Female,Married,Nuclear,3,Graduate,Housewife/House Husband,0-3 lakh,1,Family,Quality Time (for some enjoyment),0.75,4.28,2.14,0.53,0.27,1.07,3.21,8.55,1.07,2.14,"Use Mobile, Exercise(Gym/Yoga /etc), Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap","Social Media, Family Time, Long Drive, Shopping, Music",3,3,4,4,5,4,3,3,1,4,4,3,5,5,5,3,4,4,Yes,Want improve productivity time in life,24
22-09-2023 19:26,47,Female,Married,Nuclear,4,Graduate,Private Sector,0-3 lakh,4,Family,Quality Time (for some enjoyment),1.47,4.9,0.98,0.98,0.98,1.96,1.96,6.86,1.96,1.96,Use Mobile,Family Time,3,3,3,3,3,2,2,4,2,2,3,2,2,2,3,2,2,2,No,I am satisfied with it,24
22-09-2023 19:27,32,Female,Married,Joint,14,Graduate,Private Sector,0-3 lakh,4,Partner,Refresh Mood,1.78,6.76,1.93,0.97,0.97,0.48,0.48,6.76,2.9,0.97,"Watching (T.V. /Reels/Movies), Reading Books, Job / Work, Family Time","Family Time, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content)",5,5,5,5,4,5,3,4,4,4,5,4,4,4,4,5,5,5,Yes,To try something new ,24
22-09-2023 19:27,35,Female,Married,Joint,5,Post Graduate,Teacher ,3-6 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3.46,6.93,0.99,0.5,0.99,0.25,1.98,5.94,0.99,1.98,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time","Family Time, Personality Development, Shopping, Social Activities, Music",5,5,4,5,4,3,4,5,4,3,5,4,3,5,5,4,5,5,Yes,"I want to improve my daily routine because,I want to achieve my goals and ambitions.",24
22-09-2023 19:38,32,Male,Married,Joint,4,Graduate,Sport's teacher ,3-6 lakh,2,Partner,Quality Time (for some enjoyment),2.44,6.9,0.86,0.86,0.86,1.73,3.45,5.18,0.86,0.86,"Use Mobile, Travel, Job / Work, Family Time","Social Media, Family Time, Chatting, Music",5,4,5,5,1,4,5,5,5,5,5,2,5,5,5,5,5,5,Yes,Happy mood by learning new things,24
22-09-2023 19:44,16,Female,Single,Nuclear,4,SSC,Student,0-3 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Self motivation",1.89,9.83,0,0.49,0,1.97,0.98,6.88,0.98,0.98,"Use Mobile, Travel, Studying, Personal Hygiene, Power Nap, Review Goals, Creative Activities (Writing, Crafting, Photography, etc), Family Time","Family Time, Learning new things, Reading Books, Personality Development, Creative Work (Crafting, Photography, etc), Writing, Self talk which boost self motivation ",4,4,4,5,1,4,4,5,2,4,4,5,3,4,5,5,5,4,Yes,Daily routine analysis will make you realise where you are lacking behind with achieving goals and time management so as to work more efficiently and productively it is necessary to improve or make appropriate changes in your daily routine ,24
22-09-2023 19:51,42,Male,Married,Nuclear,3,Post Graduate,Private Sector,9-12 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",4.09,3.06,2.04,1.02,0,1.02,2.04,7.15,1.53,2.04,"Use Mobile, Travel, Spiritual Activity, Studying, Job / Work, Review Goals","Sleeping, Family Time, Just Relaxing (Resting), Chatting, Volunteering",2,3,1,4,3,3,2,2,2,1,3,1,3,3,4,4,3,3,Yes,Change is natural constant,24
22-09-2023 20:18,23,Male,Single,Nuclear,3,Post Graduate,Student,0-3 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment)",4.72,7.34,0.92,1.84,0.92,0.92,0.92,4.59,0.92,0.92,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Power Nap, Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Just Relaxing (Resting), Chatting, Music",4,3,3,4,3,3,3,4,3,4,4,4,4,3,4,3,5,4,Yes,I love to adapt new things,24
22-09-2023 20:25,38,Female,Married,Joint,6,Graduate,Private Sector,0-3 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3.06,8.91,1.78,0.89,0.89,0,0.89,6.24,0.45,0.89,"Reading Newspaper, Watching (T.V. /Reels/Movies), Studying, Reading Books, Cooking, Power Nap, Going for Walk (Friends, Family, etc), Family Time","Reading Books, Just Relaxing (Resting), Music, Writing, Go for a walk",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,Because I want my life more easy and comfortable ,24
22-09-2023 20:25,43,Female,Married,Nuclear,3,"Professional course (Diploma, ITI, etc.)",Housewife/House Husband,6-9 lakh,1,Friends,Quality Time (for some enjoyment),2.69,1.07,3.2,1.07,1.07,2.13,2.13,8.51,1.07,1.07,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Go for a walk",4,4,3,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,Yes,To wake early in the morning Ã nd start exercising,24
22-09-2023 20:25,21,Female,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",3.17,5.95,0.99,0.99,0.99,0.99,1.98,6.95,0.99,0.99,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Personal Hygiene, Power Nap, Review Goals, Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Learning new things, Hangout with friends, Just Relaxing (Resting)",3,2,1,3,3,2,2,4,3,2,4,3,4,3,5,4,5,4,Yes,for better time mangement,24
22-09-2023 20:32,39,Female,Married,Joint,9,Post Graduate,Private Sector,3-6 lakh,2,Family,Refresh Mood,3.17,5.95,0.99,0.99,0.99,0.99,1.98,5.97,0.99,1.98,"Use Mobile, Travel, Reading Newspaper, Studying, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, Gardening","Social Media, Sleeping, Family Time, Reading Books, Personality Development, Shopping, Part time work, Writing, Go for a walk",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,For life improve ,24
22-09-2023 20:35,21,Female,Single,Nuclear,4,Graduate,Student,3-6 lakh,1,Family,"Quality Time (for some enjoyment), Self motivation",3.17,7.39,0.93,0.93,1.39,0.93,0.93,6.47,0.93,0.93,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Personal Hygiene, Idle Time, Family Time","Social Media, Sleeping, Family Time",4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Yes,for  better future,24
22-09-2023 20:55,55,Female,Married,Nuclear,4,Post Graduate,Private Sector,0-3 lakh,2,Friends,Moral Support (encouragement that you give to somebody who is nervous or worried),2.62,5.58,3.72,0.93,0.93,0.93,0.93,5.58,0.93,1.86,"Use Mobile, Exercise(Gym/Yoga /etc), Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Music","Social Media, Sleeping, Family Time, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Shopping, Chatting, Music",4,3,3,4,3,4,4,5,4,4,4,4,4,4,4,4,5,4,Yes,for better future,24
